"Date","Value"
"15-04-2019","1.3342"
"16-04-2019","1.3281"
"17-04-2019","1.327"
"18-04-2019","1.3233"
"23-04-2019","1.3154"
"24-04-2019","1.3176"
"25-04-2019","1.3123"
"26-04-2019","1.3149"
"29-04-2019","1.3137"
"30-04-2019","1.3252"
"01-05-2019","1.33"
"02-05-2019","1.3253"
"03-05-2019","1.3337"
"07-05-2019","1.3265"
"08-05-2019","1.3222"
"09-05-2019","1.3235"
"10-05-2019","1.3246"
"13-05-2019","1.3193"
"14-05-2019","1.3127"
"15-05-2019","1.3074"
"16-05-2019","1.2999"
"17-05-2019","1.294"
"20-05-2019","1.294"
"21-05-2019","1.2996"
"22-05-2019","1.2867"
"23-05-2019","1.2875"
"24-05-2019","1.2897"
"28-05-2019","1.288"
"29-05-2019","1.2831"
"30-05-2019","1.2789"
"31-05-2019","1.2793"
"03-06-2019","1.2815"
"04-06-2019","1.2857"
"05-06-2019","1.2901"
"06-06-2019","1.2885"
"07-06-2019","1.2927"
"10-06-2019","1.2863"
"11-06-2019","1.2895"
"12-06-2019","1.2891"
"13-06-2019","1.285"
"14-06-2019","1.2766"
"17-06-2019","1.272"
"18-06-2019","1.2704"
"19-06-2019","1.2797"
"20-06-2019","1.2852"
"21-06-2019","1.2853"
"24-06-2019","1.2873"
"25-06-2019","1.2871"
"26-06-2019","1.2834"
"27-06-2019","1.2834"
"28-06-2019","1.2886"
"01-07-2019","1.2814"
"02-07-2019","1.2769"
"03-07-2019","1.2734"
"04-07-2019","1.2747"
"05-07-2019","1.2683"
"08-07-2019","1.2695"
"09-07-2019","1.2647"
"10-07-2019","1.2666"
"11-07-2019","1.2724"
"12-07-2019","1.2733"
"15-07-2019","1.2689"
"16-07-2019","1.2594"
"17-07-2019","1.2604"
"18-07-2019","1.2657"
"19-07-2019","1.2673"
"22-07-2019","1.2673"
"23-07-2019","1.2616"
"24-07-2019","1.2677"
"25-07-2019","1.2678"
"26-07-2019","1.2571"
"29-07-2019","1.2417"
"30-07-2019","1.2336"
"31-07-2019","1.2429"
"01-08-2019","1.2333"
"02-08-2019","1.2294"
"05-08-2019","1.2294"
"06-08-2019","1.2316"
"07-08-2019","1.2289"
"08-08-2019","1.228"
"09-08-2019","1.2228"
"12-08-2019","1.2229"
"13-08-2019","1.2225"
"14-08-2019","1.2215"
"15-08-2019","1.2254"
"16-08-2019","1.2282"
"19-08-2019","1.2273"
"20-08-2019","1.2268"
"21-08-2019","1.227"
"22-08-2019","1.2397"
"23-08-2019","1.2419"
"27-08-2019","1.242"
"28-08-2019","1.2362"
"29-08-2019","1.2349"
"30-08-2019","1.2328"
"02-09-2019","1.2206"
"03-09-2019","1.2235"
"04-09-2019","1.2332"
"05-09-2019","1.2467"
"06-09-2019","1.2455"
"09-09-2019","1.2488"
"10-09-2019","1.25"
"11-09-2019","1.2486"
"12-09-2019","1.2472"
"13-09-2019","1.2604"
"16-09-2019","1.2566"
"17-09-2019","1.2629"
"18-09-2019","1.2625"
"19-09-2019","1.2632"
"20-09-2019","1.2642"
"23-09-2019","1.2563"
"24-09-2019","1.2617"
"25-09-2019","1.2518"
"26-09-2019","1.247"
"27-09-2019","1.2452"
"30-09-2019","1.2464"
"01-10-2019","1.2361"
"02-10-2019","1.2436"
"03-10-2019","1.2531"
"04-10-2019","1.2419"
"07-10-2019","1.2448"
"08-10-2019","1.2342"
"09-10-2019","1.2345"
"10-10-2019","1.2411"
"11-10-2019","1.2815"
"14-10-2019","1.2713"
"15-10-2019","1.2906"
"16-10-2019","1.2929"
"17-10-2019","1.2967"
"18-10-2019","1.3021"
"21-10-2019","1.3108"
"22-10-2019","1.3034"
"23-10-2019","1.3007"
"24-10-2019","1.2971"
"25-10-2019","1.2956"
"28-10-2019","1.2986"
"29-10-2019","1.3028"
"30-10-2019","1.2992"
"31-10-2019","1.3055"
"01-11-2019","1.3066"
"04-11-2019","1.3026"
"05-11-2019","1.2986"
"06-11-2019","1.2995"
"07-11-2019","1.2951"
"08-11-2019","1.2918"
"11-11-2019","1.3"
"12-11-2019","1.2967"
"13-11-2019","1.2966"
"14-11-2019","1.2982"
"15-11-2019","1.3019"
"18-11-2019","1.3088"
"19-11-2019","1.3055"
"20-11-2019","1.3032"
"21-11-2019","1.3045"
"22-11-2019","1.2961"
"25-11-2019","1.3038"
"26-11-2019","1.2968"
"27-11-2019","1.3005"
"28-11-2019","1.3033"
"29-11-2019","1.3064"
"02-12-2019","1.3049"
"03-12-2019","1.3115"
"04-12-2019","1.3229"
"05-12-2019","1.3277"
"06-12-2019","1.3229"
"09-12-2019","1.3279"
"10-12-2019","1.33"
"11-12-2019","1.3308"
"12-12-2019","1.3251"
"13-12-2019","1.347"
"16-12-2019","1.3463"
"17-12-2019","1.3273"
"18-12-2019","1.3207"
"19-12-2019","1.3159"
"20-12-2019","1.3179"
"23-12-2019","1.3057"
"24-12-2019","1.308"
"27-12-2019","1.3219"
"30-12-2019","1.324"
"31-12-2019","1.3337"
"02-01-2020","1.3316"
"03-01-2020","1.3197"
"06-01-2020","1.3285"
"07-01-2020","1.3246"
"08-01-2020","1.3223"
"09-01-2020","1.3181"
"10-01-2020","1.3195"
"13-01-2020","1.3121"
"14-01-2020","1.3153"
"15-01-2020","1.3173"
"16-01-2020","1.3216"
"17-01-2020","1.318"
"20-01-2020","1.3148"
"21-01-2020","1.3207"
"22-01-2020","1.3287"
"23-01-2020","1.3263"
"24-01-2020","1.3211"
"27-01-2020","1.3198"
"28-01-2020","1.3121"
"29-01-2020","1.3137"
"30-01-2020","1.3222"
"31-01-2020","1.3301"
"03-02-2020","1.3134"
"04-02-2020","1.3148"
"05-02-2020","1.3106"
"06-02-2020","1.3052"
"07-02-2020","1.3059"
"10-02-2020","1.3039"
"11-02-2020","1.3064"
"12-02-2020","1.3095"
"13-02-2020","1.3174"
"14-02-2020","1.3132"
"17-02-2020","1.3123"
"18-02-2020","1.3152"
"19-02-2020","1.3067"
"20-02-2020","1.2995"
"21-02-2020","1.3071"
"24-02-2020","1.3029"
"25-02-2020","1.312"
"26-02-2020","1.302"
"27-02-2020","1.2968"
"28-02-2020","1.2858"
"02-03-2020","1.2819"
"03-03-2020","1.2882"
"04-03-2020","1.2866"
"05-03-2020","1.2965"
"06-03-2020","1.3059"
"09-03-2020","1.3132"
"10-03-2020","1.2949"
"11-03-2020","1.2908"
"12-03-2020","1.2569"
"13-03-2020","1.2437"
"16-03-2020","1.2313"
"17-03-2020","1.2053"
"18-03-2020","1.1795"
"19-03-2020","1.1703"
"20-03-2020","1.1777"
"23-03-2020","1.153"
"24-03-2020","1.1814"
"25-03-2020","1.1798"
"26-03-2020","1.2168"
"27-03-2020","1.2394"
"30-03-2020","1.2452"
"31-03-2020","1.2433"
"01-04-2020","1.2452"
"02-04-2020","1.2401"
"03-04-2020","1.2282"
"06-04-2020","1.2279"
"07-04-2020","1.2331"
"08-04-2020","1.2405"
"09-04-2020","1.2495"
"14-04-2020","1.2618"
"15-04-2020","1.2518"
"16-04-2020","1.247"
"17-04-2020","1.2524"
"20-04-2020","1.2492"
"21-04-2020","1.2292"
"22-04-2020","1.2346"
"23-04-2020","1.2403"
"24-04-2020","1.2356"
"27-04-2020","1.2427"
"28-04-2020","1.2452"
"29-04-2020","1.2452"
"30-04-2020","1.2628"
"01-05-2020","1.2563"
"04-05-2020","1.2438"
"05-05-2020","1.2471"
"06-05-2020","1.238"
"07-05-2020","1.2304"
"11-05-2020","1.2375"
"12-05-2020","1.2349"
"13-05-2020","1.2244"
"14-05-2020","1.2216"
"15-05-2020","1.2143"
"18-05-2020","1.2212"
"19-05-2020","1.2272"
"20-05-2020","1.229"
"21-05-2020","1.2234"
"22-05-2020","1.2212"
"26-05-2020","1.2383"
"27-05-2020","1.2236"
"28-05-2020","1.2344"
"29-05-2020","1.2389"
"01-06-2020","1.2501"
"02-06-2020","1.2576"
"03-06-2020","1.2619"
"04-06-2020","1.2629"
"05-06-2020","1.2746"
"08-06-2020","1.272"
"09-06-2020","1.2743"
"10-06-2020","1.2776"
"11-06-2020","1.2666"
"12-06-2020","1.2564"
"15-06-2020","1.2584"
"16-06-2020","1.2609"
"17-06-2020","1.2571"
"18-06-2020","1.2445"
"19-06-2020","1.2386"
"22-06-2020","1.2473"
"23-06-2020","1.2544"
"24-06-2020","1.2474"
"25-06-2020","1.2429"
"26-06-2020","1.2341"
"29-06-2020","1.229"
"30-06-2020","1.2382"
"01-07-2020","1.2481"
"02-07-2020","1.2489"
"03-07-2020","1.2491"
"06-07-2020","1.2532"
"07-07-2020","1.2599"
"08-07-2020","1.2621"
"09-07-2020","1.2639"
"10-07-2020","1.2686"
"13-07-2020","1.2644"
"14-07-2020","1.2556"
"15-07-2020","1.2648"
"16-07-2020","1.2623"
"17-07-2020","1.2561"
"20-07-2020","1.2673"
"21-07-2020","1.2774"
"22-07-2020","1.2757"
"23-07-2020","1.2771"
"24-07-2020","1.2813"
"27-07-2020","1.2921"
"28-07-2020","1.2973"
"29-07-2020","1.299"
"30-07-2020","1.3068"
"31-07-2020","1.3148"
"03-08-2020","1.3053"
"04-08-2020","1.3099"
"05-08-2020","1.3163"
"06-08-2020","1.3161"
"07-08-2020","1.307"
"10-08-2020","1.311"
"11-08-2020","1.3108"
"12-08-2020","1.3079"
"13-08-2020","1.3117"
"14-08-2020","1.3132"
"17-08-2020","1.3121"
"18-08-2020","1.3246"
"19-08-2020","1.3205"
"20-08-2020","1.3166"
"21-08-2020","1.3095"
"24-08-2020","1.3093"
"25-08-2020","1.3141"
"26-08-2020","1.3215"
"27-08-2020","1.3212"
"28-08-2020","1.3353"
"01-09-2020","1.3473"
"02-09-2020","1.3327"
"03-09-2020","1.3295"
"04-09-2020","1.3224"
"07-09-2020","1.3203"
"08-09-2020","1.3054"
"09-09-2020","1.3025"
"10-09-2020","1.2896"
"11-09-2020","1.2811"
"14-09-2020","1.2914"
"15-09-2020","1.2883"
"16-09-2020","1.3033"
"17-09-2020","1.2982"
"18-09-2020","1.2993"
"21-09-2020","1.2825"
"22-09-2020","1.2746"
"23-09-2020","1.279"
"24-09-2020","1.2739"
"25-09-2020","1.2731"
"28-09-2020","1.287"
"29-09-2020","1.2868"
"30-09-2020","1.2949"
"01-10-2020","1.2895"
"02-10-2020","1.2956"
"05-10-2020","1.2999"
"06-10-2020","1.2987"
"07-10-2020","1.2919"
"08-10-2020","1.2952"
"09-10-2020","1.3019"
"12-10-2020","1.3095"
"13-10-2020","1.3012"
"14-10-2020","1.3067"
"15-10-2020","1.2931"
"16-10-2020","1.2956"
"19-10-2020","1.3023"
"20-10-2020","1.2988"
"21-10-2020","1.319"
"22-10-2020","1.3121"
"23-10-2020","1.3074"
"26-10-2020","1.3048"
"27-10-2020","1.3094"
"28-10-2020","1.3021"
"29-10-2020","1.2933"
"30-10-2020","1.296"
"02-11-2020","1.2932"
"03-11-2020","1.31"
"04-11-2020","1.3023"
"05-11-2020","1.305"
"06-11-2020","1.3187"
"09-11-2020","1.3177"
"10-11-2020","1.3278"
"11-11-2020","1.3225"
"12-11-2020","1.3158"
"13-11-2020","1.3188"
"16-11-2020","1.3205"
"17-11-2020","1.3289"
"18-11-2020","1.3331"
"19-11-2020","1.3255"
"20-11-2020","1.3315"
"23-11-2020","1.3322"
"24-11-2020","1.3383"
"25-11-2020","1.3407"
"26-11-2020","1.3358"
"27-11-2020","1.3373"
"30-11-2020","1.3382"
"01-12-2020","1.3392"
"02-12-2020","1.3354"
"03-12-2020","1.3524"
"04-12-2020","1.3501"
"07-12-2020","1.3345"
"08-12-2020","1.3393"
"09-12-2020","1.3426"
"10-12-2020","1.3306"
"11-12-2020","1.3248"
"14-12-2020","1.3359"
"15-12-2020","1.3475"
"16-12-2020","1.3525"
"17-12-2020","1.3621"
"18-12-2020","1.3515"
"21-12-2020","1.3348"
"22-12-2020","1.3359"
"23-12-2020","1.3555"
"24-12-2020","1.362"
"29-12-2020","1.3524"
"30-12-2020","1.3637"
"31-12-2020","1.3679"
"04-01-2021","1.3611"
"05-01-2021","1.3625"
"06-01-2021","1.3586"
"07-01-2021","1.3579"
"08-01-2021","1.3626"
"11-01-2021","1.3528"
"12-01-2021","1.3658"
"13-01-2021","1.3667"
"14-01-2021","1.3726"
"15-01-2021","1.362"
"18-01-2021","1.361"
"19-01-2021","1.3653"
"20-01-2021","1.3664"
"21-01-2021","1.3753"
"22-01-2021","1.3703"
"25-01-2021","1.3705"
"26-01-2021","1.3776"
"27-01-2021","1.3737"
"28-01-2021","1.3752"
"29-01-2021","1.376"
"01-02-2021","1.3693"
"02-02-2021","1.3659"
"03-02-2021","1.3674"
"04-02-2021","1.3684"
"05-02-2021","1.3748"
"08-02-2021","1.3765"
"09-02-2021","1.3819"
"10-02-2021","1.3867"
"11-02-2021","1.3848"
"12-02-2021","1.3871"
"15-02-2021","1.3933"
"16-02-2021","1.3948"
"17-02-2021","1.3873"
"18-02-2021","1.3967"
"19-02-2021","1.4041"
"22-02-2021","1.4071"
"23-02-2021","1.4126"
"24-02-2021","1.4124"
"25-02-2021","1.4153"
"26-02-2021","1.3995"
"01-03-2021","1.3957"
"02-03-2021","1.3967"
"03-03-2021","1.3992"
"04-03-2021","1.4009"
"05-03-2021","1.3836"
"08-03-2021","1.383"
"09-03-2021","1.3911"
"10-03-2021","1.3922"
"11-03-2021","1.3987"
"12-03-2021","1.391"
"15-03-2021","1.388"
"16-03-2021","1.3911"
"17-03-2021","1.3907"
"18-03-2021","1.3956"
"19-03-2021","1.3889"
"22-03-2021","1.3873"
"23-03-2021","1.3812"
"24-03-2021","1.374"
"25-03-2021","1.374"
"26-03-2021","1.381"
"29-03-2021","1.3791"
"30-03-2021","1.373"
"31-03-2021","1.3815"
"01-04-2021","1.3838"
"06-04-2021","1.3877"
"07-04-2021","1.3807"
"08-04-2021","1.375"
"09-04-2021","1.3747"
"12-04-2021","1.3762"
"13-04-2021","1.3751"
"14-04-2021","1.38"
"15-04-2021","1.3814"
"16-04-2021","1.3836"
"19-04-2021","1.4003"
"20-04-2021","1.3969"
"21-04-2021","1.3948"
"22-04-2021","1.3864"
"23-04-2021","1.386"
"26-04-2021","1.3912"
"27-04-2021","1.3933"
"28-04-2021","1.3924"
"29-04-2021","1.3962"
"30-04-2021","1.3862"
"04-05-2021","1.39"
"05-05-2021","1.3925"
"06-05-2021","1.3902"
"07-05-2021","1.3993"
"10-05-2021","1.4151"
"11-05-2021","1.4157"
"12-05-2021","1.4108"
"13-05-2021","1.4056"
"14-05-2021","1.4098"
"17-05-2021","1.4128"
"18-05-2021","1.4221"
"19-05-2021","1.4155"
"20-05-2021","1.4164"
"21-05-2021","1.4171"
"24-05-2021","1.4166"
"25-05-2021","1.4141"
"26-05-2021","1.4129"
"27-05-2021","1.4184"
"28-05-2021","1.4178"
"01-06-2021","1.4175"
"02-06-2021","1.4168"
"03-06-2021","1.4183"
"04-06-2021","1.4175"
"07-06-2021","1.4171"
"08-06-2021","1.4154"
"09-06-2021","1.4131"
"10-06-2021","1.4146"
"11-06-2021","1.4127"
"14-06-2021","1.412"
"15-06-2021","1.4088"
"16-06-2021","1.4109"
"17-06-2021","1.3956"
"18-06-2021","1.3816"
"21-06-2021","1.3914"
"22-06-2021","1.3924"
"23-06-2021","1.3977"
"24-06-2021","1.3904"
"25-06-2021","1.3923"
"28-06-2021","1.3894"
"29-06-2021","1.3846"
"30-06-2021","1.3829"
